ano,numero,disciplina,enunciado,alternativa_a,alternativa_b,alternativa_c,alternativa_d,gabarito,categoria_disciplina
2018,17,LEGISLAÇÃO BÁSICA,"Com base na Resolução nº 558 de 24 de abril de 2014, que trata sobre diárias, analise todas as alternativas e assinale aquela que NÃO está coerente com o dispositivo normativo:","Quando a DSP do bombeiro militar ocorrer com deslocamento igual ou superior a 50 km dentro do município em que serve para distrito que o integre, e vice-versa, terá direito à diária correspondente à sua permanência no destino.","O militar que, por convocação expressa, afastar-se de sua sede na condição de assessor ou de representante do Governador do Estado, Vice-Governador, Secretário de Estado, Secretário Adjunto e dirigente máximo do Órgão Autônomo, fará jus ao mesmo tratamento dispensado a essas autoridades no que se refere às despesas de viagem.","O bombeiro militar que for escalado em diligência, exercendo função que não corresponda à designada para a substituição temporária, perceberá diária com valor correspondente ao seu posto/graduação.",Em hipótese alguma será paga diária nos deslocamentos entre municípios ou distritos cuja distância entre eles seja inferior a cinquenta quilômetros ou que estejam localizados na mesma região conurbada.,D,Legislação Básica
2018,18,LEGISLAÇÃO BÁSICA,"Considerando o Decreto Estadual nº 44.889 de 2008 e a Resolução nº 436 de 2011 em sua versão atualizada, avalie cada afirmativa assinalando ""F"" para FALSO e ""V"" para VERDADEIRO, e, em seguida, assinale a resposta CORRETA para a questão:

( ) A Avaliação de Desempenho Individual é a avaliação periódica do bombeiro militar, realizada anualmente, observadas as componentes específicas mensuradas em escala máxima de 100 pontos divididos em 50 pontos para a AADP, 25 pontos para Conceito Individual e 25 pontos para o TPB.
( ) A Avaliação Anual de Desempenho e Produtividade (AADP) é a avaliação a que todo bombeiro militar será submetido, observando-se critérios de desempenho específicos referentes à disciplina, habilidades profissionais, aptidão física e disponibilidade para o trabalho.
( ) O militar em cumprimento de sentença penal ou de prisão judicial, sem exercício das funções por mais de 120 (cento e vinte) dias, contínuos ou não, durante o período anual considerado para aferição do desempenho na ADI, não será avaliado.
( ) O militar licenciado de suas atividades por problemas de saúde por mais de 120 (cento e vinte) dias no período avaliatório, terá o resultado de sua ADI fixado em 70 (setenta) pontos, enquanto perdurar esta situação, salvo se o afastamento previsto no caput for decorrente de acidente de serviço ou moléstia profissional, situação em que o militar permanecerá com o resultado da sua última ADI, independentemente de seu valor.
( ) O discente que estiver com matrícula trancada ou em período de gestação/licença maternidade, para fins de avaliação na ADI, será avaliado em 70 (setenta) pontos no respectivo período letivo, enquanto perdurar esta situação, sendo considerado com desempenho satisfatório.",V - F - F - V - F.,F - F - F - V - V.,F - V - V - F - V.,V - F - F - F - F.,C,Legislação Básica
2018,19,LEGISLAÇÃO BÁSICA,"A Lei nº 10.366 de 1990 dispõe sobre o Instituto de Previdência dos Servidores Militares do Estado de Minas Gerais - IPSM. É importante que cada servidor conheça essa norma, pois contém direitos e deveres relativos ao seu sistema de previdência. Com base no referido arcabouço normativo todas as alternativas estão corretas, EXCETO:","Estipêndio de contribuição é a soma paga ou devida a título de remuneração ou de retribuição, referente a vencimentos, gratificações, inclusive de função, adicionais por tempo de serviço, abonos provisórios, proventos de aposentadoria e vantagens pessoais por direito adquirido.","O pessoal do IPSM se sujeita ao regime jurídico único e planos de carreira de que trata o art. 30 da Constituição Estadual e lhes são aplicáveis, no que se refere aos cargos efetivos, cargos de confiança e funções, as disposições contidas no Estatuto dos Funcionários Públicos Civis do Estado de Minas Gerais.","O segurado compulsório que, permanecendo na condição de militar estadual, tiver suspensos seus vencimentos ou proventos poderá optar por continuar a recolher contribuição previdenciária ao IPSM.",O juiz militar do Tribunal de Justiça Militar do Estado de Minas Gerais faz parte do rol de segurados em caráter facultativo.,D,Legislação Básica
2018,20,LEGISLAÇÃO BÁSICA,"Considerando o texto da Instrução Conjunta de Corregedorias nº 01, de 03 de fevereiro de 2014, analise as alternativas a seguir e marque aquela que NÃO está coerente com a referida norma:","O fato de um militar faltar a escalas de serviço subsequentes, em regra, enquadra-se como transgressões conexas.","Constitui transgressão militar o ato de referir-se de modo depreciativo a outro militar, à autoridade e o ato da administração pública. A depreciação tem o sentido de diminuição de valor, de desconsideração e de desrespeito para com outro militar (mesmo que subordinado) ou autoridade (qualquer uma, mesmo as civis). No caso da depreciação a outro militar, esta pode ser exteriorizada por qualquer meio, a exemplo da carta anônima, blog, mensagem de e-mail, SMS, redes sociais ou também oralmente.","São conexas as transgressões que estão intimamente ligadas entre si. Em suma, uma não existe sem a outra ou não pode ser objeto de conhecimento perfeito, sem que também se tome conhecimento da outra.","Tendo um militar cometido duas transgressões disciplinares simultâneas, uma de natureza grave e outra de natureza média, a autoridade deverá, durante o processamento, considerar a transgressão mais grave como objeto de apuração ficando a de natureza média como agravante relativa à transgressão mais grave.",A,Legislação Básica
2018,21,CONHECIMENTOS PROFISSIONAIS,"Conforme a Instrução Técnica nº 01 (Procedimentos Administrativos), as medidas de segurança contra incêndio e pânico nas edificações e áreas de risco devem ser apresentadas ao CBMMG para regularização por meio de, EXCETO:",Projeto técnico.,Procedimento simplificado.,Procedimento administrativo simplificado.,Projeto técnico para eventos temporários.,ANULADA,Conhecimentos Profissionais
2018,22,CONHECIMENTOS PROFISSIONAIS,"De acordo com a Instrução Técnica Operacional nº 18 (guarda vidas em clubes de balneários), são sinais de afogamento Grau 5 (cinco):","As vítimas que apresentam esse grau de afogamento, aspiraram uma quantidade mínima de água, suficiente para produzir tosse. Geralmente têm um aspecto geral bom, e a ausculta pulmonar normal ou com sibilos ou roncos, sem o aparecimento de estertores sendo que seu nível de consciência é bom com a vítima apresentando lucidez, porém podem estar agitadas ou sonolentas. Tais vítimas sentem frio e têm suas frequências cardíacas e respiratórias aumentadas devido ao esforço físico, estresse do afogamento e também pela descarga adrenérgica. Não apresentam secreções nasais e bocais e podem ainda estar cianóticas devido ao frio e não devido à hipóxia.","É apresentado pelas vítimas que aspiram quantidade de água suficiente para alterar a troca gasosa (O2 - CO2). São vítimas lúcidas, agitadas ou desorientadas, e se for constatada cianose, nos lábios e dedos, temos o comprometimento do sistema respiratório. Verifica-se também o aumento das frequências cardíacas e respiratórias, sendo notada também a presença de estertores durante a auscultação pulmonar de intensidade leve a moderada, em alguns campos do pulmão.","A vítima apresenta-se em apneia (parada respiratória), contudo apresenta pulso arterial, indicando atividade cardíaca. Apresenta um quadro de coma leve e profundo (inconsciente) com cianose intensa, grande quantidade de secreção oral e nasal.","Neste grau de afogamento a vítima aspira uma quantidade importante de água, apresentando sinais de insuficiência respiratória aguda, com dispnéia intensa (dificuldade respiratória), cianose de mucosas e extremidades, estertoração intensa, indicando um edema pulmonar agudo, e também a presença de secreção nasal e bocal. Deve-se tomar cuidados com as vítimas no que tange à vômitos, pois pode ser um fator de agravamento caso não sejam tomadas medidas para evitar a aspiração. Para evitar que haja aspiração de vômito, deve-se virar a cabeça da vítima para o lado, a vítima apresenta nível de consciência de agitação psicomotora ou torpor (acorda se estimulado intensamente) e apresenta também taquicardia (frequência cardíaca acima de 100 batimentos por minuto), contudo sem hipotensão arterial (pressão arterial sistólica menor que 90mmHg).",C,Conhecimentos Profissionais
2018,23,CONHECIMENTOS PROFISSIONAIS,"De acordo com a Instrução Técnica Operacional nº 23 (protocolo de atendimento pré-hospitalar), são sinais e sintomas de Acidente Vascular Cerebral, EXCETO:","Vertigem, confusão mental com perda visual parcial.","Dor retroesternal com irradiação para costas, pescoço ou braço esquerdo.",Forte dor de cabeça acompanhada de náuseas e vômitos.,"Falta de coordenação, perda de força.",B,Conhecimentos Profissionais
2018,24,CONHECIMENTOS PROFISSIONAIS,"Uma vítima em um incêndio sofreu uma queimadura térmica, onde teve sua perna e seu braço esquerdos completamente queimados. De acordo com a ""regra dos nove"", qual é a extensão da queimadura desta vítima:",36% do corpo.,27% do corpo.,18% do corpo.,45% do corpo.,B,Conhecimentos Profissionais
2018,25,CONHECIMENTOS PROFISSIONAIS,"De acordo com a Instrução Técnica Operacional nº 06 (corte e poda de árvores), são procedimentos a serem observados pelos vistoriadores ao efetuarem a vistoria, EXCETO:",Se há risco e se esse é iminente.,Condição socioeconômica do solicitante.,"Necessidade de apoio de outros órgãos, como, por exemplo, da CEMIG, com uso de viaturas apropriadas ou mesmo com o desligamento temporário da rede elétrica.","Existência de autorização do órgão competente (IBAMA, IEF, Departamento de Parques e Jardins da Prefeitura ou órgão equivalente), mesmo nos casos em que se tratar de risco iminente.",D,Conhecimentos Profissionais
2018,26,CONHECIMENTOS PROFISSIONAIS,"De acordo com a Instrução Técnica Operacional nº 12 (operações submersas), são condições perigosas, EXCETO:",Uso e manuseio de explosivos.,Trabalhos submersos de corte e solda.,Correntezas superiores a dois nós.,Trabalhos em ambientes abertos.,D,Conhecimentos Profissionais
2018,27,CONHECIMENTOS PROFISSIONAIS,"Conforme a Instrução Técnica nº 33 (eventos temporários) serão necessários os seguintes procedimentos para a regularização de eventos, de acordo com a classificação:","Para os eventos classificados como risco baixo não haverá necessidade de apresentação de Projeto Técnico para Evento Temporário, todavia, o organizador do evento deverá garantir as condições de segurança e manter as características do evento.","Para os eventos classificados como risco mínimo não haverá necessidade de apresentação de Projeto Técnico para Evento Temporário, todavia, o organizador do evento será o responsável por garantir as condições de segurança e manter as características do evento, devendo contratar profissional habilitado para elaborar o laudo técnico.","Para os eventos classificados como risco médio e alto deverá ser apresentado Projeto Técnico para Evento Temporário, elaborado por profissional habilitado.","Os eventos classificados como risco muito alto deverão seguir os mesmos procedimentos para os eventos de risco médio e alto. No entanto, os eventos deverão ser precedidos de planejamento conjunto entre os órgãos e demais envolvidos na segurança do evento.",C,Conhecimentos Profissionais
2018,28,CONHECIMENTOS PROFISSIONAIS,"Segundo a ITO nº 06, considerando o plano de corte total de uma árvore, deve ser observado o raio do círculo de ação para disposição segura das ferramentas, bem como determinar a zona de segurança (Área Segura) para quem está trabalhando.
Em um caso hipotético de corte total de uma árvore que tenha 8 metros de altura, o tamanho do RAIO DO CÍRCULO DE AÇÃO e o valor do ÂNGULO QUE LIMITA A ÁREA SEGURA (oposta ao sentido de queda da árvore) são RESPECTIVAMENTE:",16 metros e 45 graus.,20 metros e 45 graus.,16 metros e 120 graus.,20 metros e 120 graus.,B,Conhecimentos Profissionais
2018,29,CONHECIMENTOS PROFISSIONAIS,"Quanto ao conteúdo abordado na IT nº 02 - Terminologia de Proteção Contra Incêndio e Pânico, podemos afirmar EXCETO:",Bomba com motor de ciclo Otto: equipamento para combate a incêndio cuja força provém da expansão do combustível misturado com ar na presença de fonte ígnea.,Elemento estrutural: todo e qualquer elemento de construção do qual dependa a resistência e a estabilidade total ou parcial da edificação.,"Heliponto: área homologada ou registrada, ao nível do solo ou elevada, dotados de instalações e facilidades para apoio de helicópteros e de embarque e desembarque de pessoas, tais como: pátio de estacionamento, estação de passageiros, locais de abastecimento, equipamentos de manutenção etc.","Mezanino: o pavimento que subdivide parcialmente um andar em dois andares, sendo considerado andar o mezanino que possuir área superior à metade da área do andar subdividido.",C,Conhecimentos Profissionais
